ResponseId,Q8,Lecture,Midterm I (1793978),Assignments Current Points,Assignments Final Points,Assignments Current Score,Assignments Unposted Current Score,Assignments Final Score,Assignments Unposted Final Score,Current Points,Final Points,Current Score,Unposted Current Score,Final Score,Unposted Final Score,Midterm I +3,Q4,Q5,Midterm I +3,z-score,,,,,,,,,,,,,,,,,,,,,Member 3,,,,,,
R_6rTkpsJ1VRWhlDN,In-person nights or weekends,2,40,0,0,,,0,0,0,0,,,0,0,43,I am open to being a peer tutor or having a classmate tutor me in BIOC 202. I am uncertain if I should sign up as a tutor or tutee,1,86,1.098591549,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5Dwn67dotOX8b4f,In-person nights or weekends,2,40.5,0,0,,,0,0,0,0,,,0,0,43.5,I am interested in being a peer tutor in BIOC 202,2 to 3,87,1.169014085,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5KHO2rHmReAmesU,In-person nights or weekends,2,40.5,0,0,,,0,0,0,0,,,0,0,43.5,I am open to being a peer tutor or having a classmate tutor me in BIOC 202. I am uncertain if I should sign up as a tutor or tutee,2 to 3,87,1.169014085,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5JFUmZzbSEWSehz,In-person nights or weekends,2,41.5,0,0,,,0,0,0,0,,,0,0,44.5,I am open to being a peer tutor or having a classmate tutor me in BIOC 202. I am uncertain if I should sign up as a tutor or tutee,2 to 3,89,1.309859155,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_68AKJHxW80KsaUJ,In-person nights or weekends,2,42.5,0,0,,,0,0,0,0,,,0,0,45.5,I am interested in being a peer tutor in BIOC 202,2 to 3,91,1.450704225,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3Kjn1WP87R6YOpb,In-person nights or weekends,2,42.5,0,0,,,0,0,0,0,,,0,0,45.5,I am open to being a peer tutor or having a classmate tutor me in BIOC 202. I am uncertain if I should sign up as a tutor or tutee,1,91,1.450704225,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3QM2BSCDxM0WFeu,In-person nights or weekends,2,43,0,0,,,0,0,0,0,,,0,0,46,I am open to being a peer tutor or having a classmate tutor me in BIOC 202. I am uncertain if I should sign up as a tutor or tutee,2 to 3,92,1.521126761,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5JzuM08n7rlLOoF,In-person nights or weekends,2,45.5,0,0,,,0,0,0,0,,,0,0,48.5,I am interested in being a peer tutor in BIOC 202,2 to 3,97,1.873239437,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6HqPDwWr83VfPDb,In-person nights or weekends,2,45.5,0,0,,,0,0,0,0,,,0,0,48.5,I am looking for a classmate to tutor me in BIOC 202,,97,1.873239437,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1bI6YAcPR4p5met,In-person nights or weekends,2,46.5,0,0,,,0,0,0,0,,,0,0,49.5,I am interested in being a peer tutor in BIOC 202,2 to 3,99,2.014084507,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3fe154jm4yO42Jd,In-person nights or weekends,2,,0,0,,,0,0,0,0,,,0,0,,I am looking for a classmate to tutor me in BIOC 202,,,-4.957746479,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1qe9PE6jMWqa40r,In-person nights or weekends,2,,0,0,,,0,0,0,0,,,0,0,,I am looking for a classmate to tutor me in BIOC 202,,,-4.957746479,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1klJrJWwRieXc9r,On zoom,2,20.5,0,0,,,0,0,0,0,,,0,0,23.5,I am looking for a classmate to tutor me in BIOC 202,,47,-1.647887324,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3l0qdZfpBEAKjgw,On zoom,2,21.5,0,0,,,0,0,0,0,,,0,0,24.5,I am looking for a classmate to tutor me in BIOC 202,,49,-1.507042254,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1mKQSV0bYECk31p,On zoom,2,23.5,0,0,,,0,0,0,0,,,0,0,26.5,I am open to being a peer tutor or having a classmate tutor me in BIOC 202. I am uncertain if I should sign up as a tutor or tutee,1,53,-1.225352113,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6B5q6s4JOUJ6fNy,On zoom,2,27,0,0,,,0,0,0,0,,,0,0,30,I am looking for a classmate to tutor me in BIOC 202,,60,-0.732394366,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_74tKLGrojvnZbot,On zoom,2,28,0,0,,,0,0,0,0,,,0,0,31,I am looking for a classmate to tutor me in BIOC 202,,62,-0.591549296,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7dEyFzPcZHdETVt,On zoom,2,29.5,0,0,,,0,0,0,0,,,0,0,32.5,I am looking for a classmate to tutor me in BIOC 202,,65,-0.38028169,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6t2IoiLWPHmV6VU,On zoom,2,31.5,0,0,,,0,0,0,0,,,0,0,34.5,I am looking for a classmate to tutor me in BIOC 202,,69,-0.098591549,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1UksZZc2mnHwQdX,On zoom,2,31.5,0,0,,,0,0,0,0,,,0,0,34.5,I am looking for a classmate to tutor me in BIOC 202,,69,-0.098591549,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5r1Vc9KJjw6HXp6,On zoom,2,32,0,0,,,0,0,0,0,,,0,0,35,I am looking for a classmate to tutor me in BIOC 202,,70,-0.028169014,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5OjgNWJUrBIJyto,On zoom,2,32.5,0,0,,,0,0,0,0,,,0,0,35.5,I am looking for a classmate to tutor me in BIOC 202,,71,0.042253521,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7X67owPJjbGAsvL,On zoom,2,33,0,0,,,0,0,0,0,,,0,0,36,I am looking for a classmate to tutor me in BIOC 202,,72,0.112676056,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3gisd8SZUqqzsNx,On zoom,2,34,0,0,,,0,0,0,0,,,0,0,37,I am looking for a classmate to tutor me in BIOC 202,,74,0.253521127,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1N9RcYPmvzLzPm9,On zoom,2,34,0,0,,,0,0,0,0,,,0,0,37,I am open to being a peer tutor or having a classmate tutor me in BIOC 202. I am uncertain if I should sign up as a tutor or tutee,1,74,0.253521127,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_37WCVwmpHgOeAIw,On zoom,2,34.5,0,0,,,0,0,0,0,,,0,0,37.5,I am open to being a peer tutor or having a classmate tutor me in BIOC 202. I am uncertain if I should sign up as a tutor or tutee,2 to 3,75,0.323943662,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3LdjPkDpal0mtoG,On zoom,2,34.5,0,0,,,0,0,0,0,,,0,0,37.5,I am open to being a peer tutor or having a classmate tutor me in BIOC 202. I am uncertain if I should sign up as a tutor or tutee,2 to 3,75,0.323943662,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6VQocFYNmISTrPo,On zoom,2,34.5,0,0,,,0,0,0,0,,,0,0,37.5,I am looking for a classmate to tutor me in BIOC 202,,75,0.323943662,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6ersviDPZbjm9Fs,On zoom,2,35,0,0,,,0,0,0,0,,,0,0,38,I am open to being a peer tutor or having a classmate tutor me in BIOC 202. I am uncertain if I should sign up as a tutor or tutee,1,76,0.394366197,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6r8ocRFGkGe2LJL,On zoom,2,36,0,0,,,0,0,0,0,,,0,0,39,I am looking for a classmate to tutor me in BIOC 202,,78,0.535211268,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1jPXYdc5Dui3ECC,On zoom,2,37.5,0,0,,,0,0,0,0,,,0,0,40.5,I am open to being a peer tutor or having a classmate tutor me in BIOC 202. I am uncertain if I should sign up as a tutor or tutee,2 to 3,81,0.746478873,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5pu3xjzWySY7hAB,On zoom,2,37.5,0,0,,,0,0,0,0,,,0,0,40.5,I am open to being a peer tutor or having a classmate tutor me in BIOC 202. I am uncertain if I should sign up as a tutor or tutee,2 to 3,81,0.746478873,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6xLuAUTxRuHe2dj,On zoom,2,38,0,0,,,0,0,0,0,,,0,0,41,I am looking for a classmate to tutor me in BIOC 202,,82,0.816901408,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_57COQl7wPMoHaa5,On zoom,2,38,0,0,,,0,0,0,0,,,0,0,41,I am open to being a peer tutor or having a classmate tutor me in BIOC 202. I am uncertain if I should sign up as a tutor or tutee,2 to 3,82,0.816901408,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_637Iuwa3WnClkR8,On zoom,2,39.5,0,0,,,0,0,0,0,,,0,0,42.5,I am interested in being a peer tutor in BIOC 202,1,85,1.028169014,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1jZd0q9GfPEl1g2,On zoom,2,39.5,0,0,,,0,0,0,0,,,0,0,42.5,I am open to being a peer tutor or having a classmate tutor me in BIOC 202. I am uncertain if I should sign up as a tutor or tutee,2 to 3,85,1.028169014,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7DnJDzK0uafQkIi,On zoom,2,40,0,0,,,0,0,0,0,,,0,0,43,I am open to being a peer tutor or having a classmate tutor me in BIOC 202. I am uncertain if I should sign up as a tutor or tutee,2 to 3,86,1.098591549,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5EBnEV78XmO0Z5n,On zoom,2,40,0,0,,,0,0,0,0,,,0,0,43,I am interested in being a peer tutor in BIOC 202,1,86,1.098591549,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5n3LrYf1zRlEEOT,On zoom,2,42,0,0,,,0,0,0,0,,,0,0,45,I am open to being a peer tutor or having a classmate tutor me in BIOC 202. I am uncertain if I should sign up as a tutor or tutee,1,90,1.38028169,,,,,,,,,,,,,,,,,,,,,,,,,,,
